gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Perut kembung,"0,9",Temulawak,Curcuma xanthorrhiza,Kunyit Kuning (Jawa); Temulawak Bali (Bali); Temulawak Sumatra,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang berwarna kuning yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiradang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan fungsi hati, melancarkan pencernaan, dan memperbaiki kesehatan tubuh secara keseluruhan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas.","Sakit perut
Perut kembung
Mual ringan
Sakit kepala ringan
Lelah atau capek","Kurkumin, minyak atsiri, resin, flavonoid","Ambil 1 ruas temulawak segar, kupas dan iris tipis. Rebus dalam 2 gelas air hingga mendidih dan tersisa sekitar 1,5 gelas. Setelah itu, saring dan minum air rebusan 2-3 kali sehari untuk meredakan perut kembung. Temulawak dapat memperbaiki sistem pencernaan dan mengurangi gas dalam perut."
Mual,"0,8",Temulawak,Curcuma xanthorrhiza,Kunyit Kuning (Jawa); Temulawak Bali (Bali); Temulawak Sumatra,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang berwarna kuning yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiradang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan fungsi hati, melancarkan pencernaan, dan memperbaiki kesehatan tubuh secara keseluruhan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas.","Sakit perut
Perut kembung
Mual ringan
Sakit kepala ringan
Lelah atau capek","Kurkumin, minyak atsiri, resin, flavonoid","Rebus 1 ruas temulawak segar bersama dengan 1 gelas air. Setelah mendidih, saring dan minum air rebusan 1-2 kali sehari. Kandungan minyak atsiri dalam temulawak dapat menenangkan perut dan mengurangi rasa mual yang tidak nyaman."
Sakit kepala,"0,7",Temulawak,Curcuma xanthorrhiza,Kunyit Kuning (Jawa); Temulawak Bali (Bali); Temulawak Sumatra,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang berwarna kuning yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiradang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan fungsi hati, melancarkan pencernaan, dan memperbaiki kesehatan tubuh secara keseluruhan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas.","Sakit perut
Perut kembung
Mual ringan
Sakit kepala ringan
Lelah atau capek","Kurkumin, minyak atsiri, resin, flavonoid",Rebus 1 ruas temulawak bersama dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Saring dan minum air rebusan 2 kali sehari untuk meredakan sakit kepala ringan. Temulawak memiliki sifat antiradang yang membantu mengurangi ketegangan dan nyeri kepala.
Kelelahan,"0,8",Temulawak,Curcuma xanthorrhiza,Kunyit Kuning (Jawa); Temulawak Bali (Bali); Temulawak Sumatra,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang berwarna kuning yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiradang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan fungsi hati, melancarkan pencernaan, dan memperbaiki kesehatan tubuh secara keseluruhan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas.","Sakit perut
Perut kembung
Mual ringan
Sakit kepala ringan
Lelah atau capek","Kurkumin, minyak atsiri, resin, flavonoid",Parut 1 ruas temulawak segar dan peras untuk mendapatkan airnya. Campurkan dengan madu dan air hangat. Minum ramuan ini 1 kali sehari untuk membantu mengurangi rasa lelah dan memberikan energi. Temulawak memiliki khasiat untuk meningkatkan stamina dan mengatasi kelelahan tubuh.
Stres,"0,9",Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin","Ambil 2-3 kelopak bunga teratai segar, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Air rebusan teratai memiliki efek menenangkan dan membantu meredakan stres, kecemasan, dan ketegangan saraf."
Susah tidur,"0,9",Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin","Ambil 1-2 helai daun teratai segar, cuci bersih, dan rebus dalam 1 gelas air selama 10-15 menit. Setelah mendidih, saring dan minum air rebusannya sebelum tidur. Kandungan alkaloid dalam teratai memiliki efek menenangkan, membantu tidur lebih nyenyak, dan mengurangi kecemasan yang mengganggu tidur."
Sakit kepala,"0,8",Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin","Ambil 3-4 kelopak bunga teratai, lalu rendam dalam air dingin selama beberapa menit. Gunakan air rendaman tersebut untuk mencuci wajah atau kompres kepala. Efek dingin dan sifat menenangkan dari teratai membantu meredakan sakit kepala ringan akibat kelelahan atau ketegangan."
Gangguan pencernaan,"0,7",Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin","Ambil 1-2 helai daun teratai segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan 1-2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Daun teratai memiliki sifat antispasmodik yang dapat menenangkan sistem pencernaan."
Iritasi kulit,"0,8",Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin","Tumbuk halus beberapa kelopak bunga teratai segar, lalu campurkan dengan 1 sendok teh madu untuk membuat pasta. Oleskan pada kulit yang iritasi dan biarkan selama 15-20 menit, lalu bilas dengan air hangat. Kombinasi ini dapat membantu meredakan peradangan pada kulit, menenangkan iritasi, dan memberikan kelembapan alami."
Sakit kepala,"0,8",Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri","Ambil 1-2 bunga teratai kerdil segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum hangat. Minum 2-3 kali sehari untuk membantu meredakan sakit kepala ringan karena kandungan senyawa antiinflamasi pada teratai yang dapat menenangkan otot-otot kepala."
Susah tidur,"0,9",Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri","Ambil 3-4 helai daun teratai kerdil segar, cuci bersih, dan rebus dalam 1 gelas air selama 10-15 menit. Setelah itu, saring dan minum air rebusan sekitar 30 menit sebelum tidur. Kandungan alkaloid dalam teratai kerdil membantu menenangkan saraf dan meredakan kecemasan, sehingga bisa membantu tidur lebih nyenyak."
Stres,"0,9",Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri","Ambil 1 bunga teratai kerdil segar, cuci dan remas hingga keluar sari, lalu masukkan ke dalam segelas air panas. Diamkan selama 10 menit, kemudian minum selagi hangat. Minum dua kali sehari untuk membantu meredakan stres dan kecemasan karena efek relaksasi alami yang terkandung dalam teratai kerdil."
Perut kembung,"0,7",Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri","Rebus 2-3 helai daun teratai kerdil bersama 1 ruas jahe dalam 2 gelas air. Rebus hingga tersisa 1 gelas, lalu saring dan minum air rebusannya selagi hangat. Minum 2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Teratai kerdil memiliki sifat diuretik yang dapat membantu mengurangi gas dalam perut."
Kulit gatal,"0,8",Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri","Haluskan 2-3 helai daun teratai kerdil segar dan campurkan dengan sedikit air hingga berbentuk pasta. Oleskan pasta pada kulit yang gatal dan biarkan selama 20 menit, kemudian bilas dengan air dingin. Daun teratai kerdil memiliki sifat antiinflamasi yang dapat menenangkan iritasi pada kulit dan mengurangi rasa gatal."
Kulit berminyak,"0,8",Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid","Haluskan 1 buah tomat segar dan oleskan pada wajah sebagai masker. Diamkan selama 15-20 menit, kemudian bilas dengan air dingin. Masker tomat ini membantu menyerap kelebihan minyak pada kulit dan memberikan efek menyegarkan."
Kulit kusam,"0,8",Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid","Parut 1 buah tomat dan campurkan dengan 1 sendok makan madu. Oleskan campuran ini pada wajah sebagai masker selama 20 menit, kemudian bilas dengan air hangat. Masker tomat dapat membantu mencerahkan kulit kusam dan memberi kelembapan alami."
Sakit kepala,"0,7",Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid",Jus 2 buah tomat matang dan tambahkan sedikit garam. Minum jus ini sekali sehari untuk membantu meredakan sakit kepala ringan. Kandungan potasium dalam tomat membantu meredakan ketegangan otot yang bisa menyebabkan sakit kepala.
Perut kembung,"0,7",Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid",Blender 1 buah tomat segar dengan 1 sendok teh madu dan 1 gelas air. Minum campuran ini 2 kali sehari untuk membantu meredakan perut kembung. Tomat memiliki sifat antiinflamasi yang membantu melancarkan pencernaan dan mengurangi perut kembung.
Dehidrasi,"0,9",Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid",Potong 1 buah tomat besar dan campurkan dengan sedikit garam dan perasan air jeruk nipis. Makan tomat segar ini untuk menghidrasi tubuh dengan baik. Tomat kaya akan air dan elektrolit alami yang membantu menggantikan cairan tubuh yang hilang.
Sakit kepala,"0,8",Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid","Ambil 2-3 helai daun tunjung segar dan rebus dalam 2 gelas air hingga tersisa satu gelas. Saring air rebusan dan minum selagi hangat. Rebusan daun tunjung ini dapat membantu meredakan sakit kepala ringan, karena daun tunjung memiliki sifat antiinflamasi yang dapat mengurangi peradangan di kepala."
Pusing,"0,7",Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid",Cuci bersih 3 helai daun tunjung segar dan tumbuk hingga halus. Tempelkan pada dahi atau leher bagian belakang selama 15-20 menit. Sifat daun tunjung yang menyegarkan dapat membantu meredakan pusing dan memberikan efek menenangkan pada kepala.
Perut kembung,"0,7",Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid",Rebus 2-3 helai daun tunjung segar dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Minum air rebusan tersebut 2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Daun tunjung memiliki sifat carminative yang membantu mengurangi gas di perut.
Kelelahan,"0,6",Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid","Ambil 3 helai daun tunjung segar, cuci bersih, dan rebus dengan 1 gelas air hingga mendidih. Minum air rebusan selagi hangat untuk meredakan kelelahan. Tumbuhan ini memiliki efek menyegarkan dan dapat meningkatkan stamina tubuh."
Mata lelah,"0,6",Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid","Ambil beberapa helai daun tunjung segar, cuci bersih, lalu letakkan pada kelopak mata selama 10-15 menit. Daun tunjung memiliki efek menenangkan yang membantu meredakan iritasi atau kelelahan pada mata setelah seharian beraktivitas."
Batuk,"0,8",Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin","Rebus 1-2 bunga turi dalam 1,5 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Minum 2-3 kali sehari untuk membantu meredakan batuk dan membersihkan saluran pernapasan. Tanaman turi memiliki sifat ekspektoran yang membantu mengencerkan lendir."
Sakit tenggorokan,"0,7",Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin","Ambil beberapa daun turi segar, cuci bersih, lalu rebus dalam 1 gelas air selama 10 menit. Setelah air tersisa setengah gelas, saring dan minum selagi hangat. Konsumsi 2 kali sehari untuk membantu meredakan tenggorokan yang iritasi dan gatal."
Perut kembung,"0,7",Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin","Ambil 5-6 daun turi segar, cuci bersih, lalu rebus dengan 2 gelas air hingga tersisa 1 gelas. Minum air rebusan selagi hangat untuk membantu mengatasi perut kembung, karena turi memiliki sifat yang membantu melancarkan pencernaan."
Pusing,"0,6",Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin",Rebus 3 bunga turi dengan 2 gelas air hingga tersisa sekitar 1 gelas. Saring dan minum air rebusannya. Konsumsi secara rutin 1-2 kali sehari untuk meredakan pusing ringan dan memberikan efek menenangkan.
Susah tidur,"0,7",Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin","Ambil beberapa daun turi segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan 30 menit sebelum tidur untuk membantu meredakan insomnia. Daun turi memiliki sifat menenangkan yang dapat membantu tidur lebih nyenyak."
